format,stat_category,player_name,rank,batting_matches,batting_inns,batting_avg,batting_sr,batting_hs,batting_4’s,batting_6’s,batting_50’s,batting_100’s,batting_runs,bowling_matches,bowling_inns,bowling_wickets,bowling_avg,bowling_bowling figure,bowling_economy rate,bowling_sr,bowling_runs
TEST,batting_highest_score,Rishabh Pant,33,49.0,86.0,42.91,74.24,159,372,94,18,8,3476.0,,,,,,,,
TEST,batting_highest_score,Nayan Mongia,34,44.0,68.0,24.03,38.53,152,159,5,6,1,1442.0,,,,,,,,
TEST,batting_highest_score,Mohammad Kaif,35,13.0,22.0,32.84,40.31,148,64,2,3,1,624.0,,,,,,,,
TEST,batting_highest_score,Ajit Wadekar,36,37.0,71.0,31.07,87.21,143,217,2,14,1,2113.0,,,,,,,,
TEST,batting_highest_score,Sadagoppan Ramesh,37,19.0,37.0,36.95,46.53,143,159,-,8,2,1367.0,,,,,,,,
TEST,batting_highest_score,Yashpal Sharma,38,37.0,59.0,33.46,44.39,140,140,7,9,2,1606.0,,,,,,,,
TEST,batting_highest_score,Mohinder Amarnath,39,69.0,113.0,42.5,85.52,138,330,21,24,11,4378.0,,,,,,,,
TEST,batting_highest_score,Prithvi Shaw,40,5.0,9.0,42.37,86.04,134,48,2,2,1,339.0,,,,,,,,
TEST,batting_highest_score,Dinesh Karthik,41,26.0,42.0,25.0,49.27,129,134,4,7,1,1025.0,,,,,,,,
TEST,batting_highest_score,Dhruv Jurel,42,9.0,15.0,35.3,55.77,125,47,10,1,1,459.0,,,,,,,,
TEST,batting_highest_score,Ravichandran Ashwin,43,106.0,151.0,25.75,54.53,124,399,23,14,6,3503.0,,,,,,,,
TEST,batting_highest_score,Surinder Amarnath,44,10.0,18.0,30.55,-,124,42,1,3,1,550.0,,,,,,,,
TEST,batting_highest_score,Kris Srikkanth,45,43.0,72.0,29.88,75.34,123,221,19,12,2,2062.0,,,,,,,,
TEST,batting_highest_score,Farokh Maneksha Engineer,46,46.0,87.0,31.08,137.35,121,288,2,16,2,2611.0,,,,,,,,
TEST,batting_highest_score,Manoj Prabhakar,47,39.0,58.0,32.65,38.5,120,165,4,9,1,1600.0,,,,,,,,
TEST,batting_highest_score,Suresh Raina,48,18.0,31.0,26.48,53.14,120,100,4,7,1,768.0,,,,,,,,
TEST,batting_highest_score,Wriddhiman Saha,49,40.0,56.0,29.41,45.50,117,129,14,6,3,1353.0,,,,,,,,
TEST,batting_highest_score,Harbhajan Singh,50,103.0,145.0,18.22,64.8,115,277,42,9,2,2224.0,,,,,,,,
TEST,batting_highest_score,Brijesh Pursuram Patel,51,21.0,38.0,29.45,-,115,-,7,5,1,972.0,,,,,,,,
TEST,batting_highest_score,Ajay Ratra,52,6.0,10.0,18.11,30.58,115,14,-,-,1,163.0,,,,,,,,
TEST,batting_highest_score,Nitish Kumar Reddy,53,10.0,16.0,26.4,57.3,114,40,10,-,1,396.0,,,,,,,,
TEST,batting_highest_score,Hanuma Vihari,54,16.0,28.0,33.56,42.2,111,107,2,5,1,839.0,,,,,,,,
TEST,batting_highest_score,Anil Kumble,55,132.0,173.0,17.65,38.82,110,302,9,5,1,2506.0,,,,,,,,
TEST,batting_highest_score,Shiv Sunder Das,56,23.0,40.0,34.89,38.92,110,180,1,9,2,1326.0,,,,,,,,
TEST,batting_highest_score,Ajit Agarkar,57,26.0,39.0,16.79,52.82,109,83,3,-,1,571.0,,,,,,,,
TEST,batting_highest_score,Hardik Pandya,58,11.0,18.0,31.29,73.88,108,68,12,4,1,532.0,,,,,,,,
TEST,batting_highest_score,Shreyas Iyer,59,14.0,24.0,36.86,63.01,105,94,16,5,1,811.0,,,,,,,,
TEST,batting_highest_score,Jayant Yadav,60,6.0,9.0,31.0,43.13,104,30,1,1,1,248.0,,,,,,,,
TEST,batting_highest_score,Pravin Amre,61,11.0,13.0,42.5,37.74,103,44,3,3,1,425.0,,,,,,,,
TEST,batting_highest_score,Syed Kirmani,62,88.0,124.0,26.79,62.39,102,246,3,12,2,2759.0,,,,,,,,
TEST,batting_highest_score,Irfan Pathan,63,29.0,40.0,31.57,53.22,102,131,18,6,1,1105.0,,,,,,,,
TEST,batting_highest_score,Eknath Dhondu Solkar,64,27.0,48.0,25.42,72.80,102,74,3,6,1,1068.0,,,,,,,,
TEST,batting_highest_score,Washington Sundar,65,17.0,29.0,42.14,45.85,101,75,19,5,1,885.0,,,,,,,,
TEST,batting_highest_score,Sanjay Bangar,66,12.0,18.0,29.37,32.48,100,57,3,3,1,470.0,,,,,,,,
TEST,batting_highest_score,Deep Dasgupta,67,8.0,13.0,28.66,30.55,100,40,1,2,1,344.0,,,,,,,,
TEST,batting_highest_score,Chetan Chauhan,68,40.0,68.0,31.57,-,97,-,1,16,-,2084.0,,,,,,,,
TEST,batting_highest_score,Ashok Mankad,69,22.0,42.0,25.41,-,97,63,-,6,-,991.0,,,,,,,,
TEST,batting_highest_score,Ajay Jadeja,70,15.0,24.0,26.18,39.37,96,62,3,4,-,576.0,,,,,,,,
TEST,batting_highest_score,Woorkeri Raman,71,11.0,19.0,24.88,37.86,96,55,1,4,-,448.0,,,,,,,,
TEST,batting_highest_score,Arun Lal,72,16.0,29.0,26.03,57.22,93,66,-,6,-,729.0,,,,,,,,
TEST,batting_highest_score,Sunil Joshi,73,15.0,19.0,20.7,42.20,92,36,4,1,-,352.0,,,,,,,,
TEST,batting_highest_score,Karsan Devjibhai Ghavri,74,39.0,57.0,21.23,58.38,86,73,7,2,-,913.0,,,,,,,,
TEST,batting_highest_score,Amit Mishra,75,22.0,32.0,21.6,58.74,84,79,3,4,-,648.0,,,,,,,,
TEST,batting_highest_score,Axar Patel,76,15.0,24.0,34.4,53.04,84,73,20,4,-,688.0,,,,,,,,
TEST,batting_highest_score,Roger Binny,77,27.0,41.0,23.05,68.54,83,64,5,5,-,830.0,,,,,,,,
TEST,batting_highest_score,Syed Abid Ali,78,29.0,53.0,20.36,108.76,81,84,-,6,-,1018.0,,,,,,,,
TEST,batting_highest_score,Abhinav Mukund,79,7.0,14.0,22.85,45.71,81,32,1,2,-,320.0,,,,,,,,
TEST,batting_highest_score,Stuart Binny,80,6.0,10.0,21.55,58.25,78,23,1,1,-,194.0,,,,,,,,
TEST,batting_highest_score,Sudhir Sakharam Naik,81,3.0,6.0,23.5,76.22,77,17,-,1,-,141.0,,,,,,,,
TEST,batting_highest_score,Javagal Srinath,82,67.0,92.0,14.21,49.53,76,110,8,4,-,1009.0,,,,,,,,
TEST,batting_highest_score,Zaheer Khan,83,92.0,127.0,11.95,51.70,75,141,28,3,-,1230.0,,,,,,,,
TEST,batting_highest_score,Madan Lal,84,39.0,62.0,22.65,94.04,74,87,1,5,-,1042.0,,,,,,,,
TEST,batting_highest_score,Kiran More,85,49.0,64.0,25.7,40.40,73,132,2,7,-,1285.0,,,,,,,,
TEST,batting_highest_score,Ashok Malhotra,86,7.0,10.0,25.11,84.96,72,18,-,1,-,226.0,,,,,,,,
TEST,batting_highest_score,Parthiv Patel,87,25.0,38.0,31.13,48.46,71,126,1,6,-,934.0,,,,,,,,
TEST,batting_highest_score,Balwinder Sandhu,88,8.0,11.0,30.57,113.23,71,17,3,2,-,214.0,,,,,,,,
TEST,batting_highest_score,Shardul Thakur,89,13.0,21.0,18.85,59.84,67,46,9,4,-,377.0,,,,,,,,
TEST,batting_highest_score,Akash Deep,90,10.0,15.0,11.64,53.79,66,20,6,1,-,163.0,,,,,,,,
TEST,batting_highest_score,Devdutt Padikkal,91,2.0,3.0,30.0,45.68,65,12,1,1,-,90.0,,,,,,,,
TEST,batting_highest_score,Srinivas Venkataraghavan,92,57.0,76.0,11.68,120.65,64,49,3,2,-,748.0,,,,,,,,
TEST,batting_highest_score,Bhuvneshwar Kumar,93,21.0,29.0,22.08,45.06,63,77,1,3,-,552.0,,,,,,,,
TEST,batting_highest_score,Lalchand Rajput,94,2.0,4.0,26.25,-,61,-,-,1,-,105.0,,,,,,,,
TEST,batting_highest_score,Aakash Chopra,95,10.0,19.0,23.0,34.60,60,49,-,2,-,437.0,,,,,,,,
TEST,batting_highest_score,Pranab Roy,96,2.0,3.0,35.5,30.86,60,11,-,1,-,71.0,,,,,,,,
TEST,batting_highest_score,Ishant Sharma,97,105.0,142.0,8.26,30.56,57,88,1,1,-,785.0,,,,,,,,
TEST,batting_highest_score,Arshad Ayub,98,13.0,19.0,17.13,32.12,57,25,-,1,-,257.0,,,,,,,,
TEST,batting_highest_score,Mohammad Shami,99,64.0,89.0,12.09,74.62,56,83,25,2,-,750.0,,,,,,,,
TEST,batting_highest_score,S Badrinath,100,2.0,3.0,21.0,35.39,56,8,-,1,-,63.0,,,,,,,,
TEST,batting_highest_score,Chetan Sharma,101,23.0,27.0,22.0,61.68,54,32,1,1,-,396.0,,,,,,,,
TEST,batting_highest_score,Parthasarthi Sharma,102,5.0,10.0,18.7,76.33,54,21,2,1,-,187.0,,,,,,,,
TEST,batting_highest_score,Raman Lamba,103,4.0,5.0,20.39,68.92,53,5,-,1,-,102.0,,,,,,,,
TEST,batting_highest_score,Atul Wassan,104,4.0,5.0,23.5,70.67,53,9,-,1,-,94.0,,,,,,,,
TEST,batting_highest_score,Ishan Kishan,105,2.0,3.0,78.0,85.71,52,8,2,1,-,78.0,,,,,,,,
TEST,batting_highest_score,Bishan Singh Bedi,106,67.0,101.0,8.98,108.79,50,51,3,1,-,656.0,,,,,,,,
TEST,batting_highest_score,Sameer Sudhakar Dighe,107,6.0,10.0,15.66,38.31,47,19,-,-,-,141.0,,,,,,,,
TEST,batting_highest_score,Abhimanyu Mithun,108,4.0,5.0,24.0,48.19,46,16,-,-,-,120.0,,,,,,,,
TEST,batting_highest_score,Hrishikesh Kanitkar,109,2.0,4.0,18.5,40.00,45,8,-,-,-,74.0,,,,,,,,
TEST,batting_highest_score,Kona Srikar Bharat,110,7.0,12.0,20.09,52.99,44,19,6,-,-,221.0,,,,,,,,
TEST,batting_highest_score,Vikram Rathour,111,6.0,10.0,13.1,34.20,44,13,-,-,-,131.0,,,,,,,,
TEST,batting_highest_score,Shivlal Yadav,112,35.0,40.0,14.39,37.91,43,30,1,-,-,403.0,,,,,,,,
TEST,batting_highest_score,Murali Kartik,113,8.0,10.0,9.77,38.09,43,11,-,-,-,88.0,,,,,,,,
TEST,batting_highest_score,Yajurvindra Singh,114,4.0,7.0,18.16,30.70,43,9,-,-,-,109.0,,,,,,,,
TEST,batting_highest_score,Aashish Kapoor,115,4.0,6.0,19.4,53.59,42,8,2,-,-,97.0,,,,,,,,
TEST,batting_highest_score,Kuldeep Yadav,116,17.0,21.0,11.84,25.25,40,22,1,-,-,225.0,,,,,,,,
TEST,batting_highest_score,Praveen Kumar,117,6.0,10.0,14.9,93.71,40,21,5,-,-,149.0,,,,,,,,
TEST,batting_highest_score,Chandrakant Pandit,118,5.0,8.0,24.42,51.66,39,18,-,-,-,171.0,,,,,,,,
TEST,batting_highest_score,Sarandeep Singh,119,3.0,2.0,43.0,31.61,39,1,-,-,-,43.0,,,,,,,,
TEST,batting_highest_score,Hemang Badani,120,4.0,7.0,15.66,37.90,38,11,1,-,-,94.0,,,,,,,,
TEST,batting_highest_score,-,121,2.0,3.0,28.0,70.00,38,9,-,-,-,56.0,,,,,,,,
TEST,batting_highest_score,Sreesanth,122,27.0,40.0,10.4,52.13,35,38,4,-,-,281.0,,,,,,,,
TEST,batting_highest_score,Abey Kuruvilla,123,10.0,11.0,6.6,40.24,35,-,4,-,-,66.0,,,,,,,,
TEST,batting_highest_score,Ramnath Parkar,124,2.0,4.0,20.0,34.48,35,10,-,-,-,80.0,,,,,,,,
TEST,batting_highest_score,Naman Ojha,125,1.0,2.0,28.0,47.86,35,7,-,-,-,56.0,,,,,,,,
TEST,batting_highest_score,Jasprit Bumrah,126,52.0,78.0,6.56,41.28,34,38,11,-,-,348.0,,,,,,,,
TEST,batting_highest_score,Umesh Yadav,127,57.0,68.0,11.21,52.09,31,42,24,-,-,460.0,,,,,,,,
TEST,batting_highest_score,Venkatapathy Raju,128,28.0,34.0,10.0,31.75,31,12,-,-,-,240.0,,,,,,,,
TEST,batting_highest_score,Lakshmipathy Balaji,129,8.0,9.0,5.66,40.47,31,5,1,-,-,51.0,,,,,,,,
TEST,batting_highest_score,Venkatesh Prasad,130,33.0,47.0,7.51,28.87,30,11,-,-,-,203.0,,,,,,,,
TEST,batting_highest_score,RP Singh,131,14.0,19.0,7.25,42.02,30,16,1,-,-,116.0,,,,,,,,
TEST,batting_highest_score,Vijay Yadav,132,1.0,1.0,30.0,120.00,30,3,2,-,-,30.0,,,,,,,,
TEST,batting_highest_score,Ajay Sharma,133,1.0,2.0,26.5,31.36,30,8,-,-,-,53.0,,,,,,,,
TEST,batting_highest_score,Vikram Singh,134,5.0,6.0,11.75,111.90,29,9,-,-,-,47.0,,,,,,,,
TEST,batting_highest_score,Tirumalai Srinivasan,135,1.0,2.0,24.0,25.80,29,6,-,-,-,48.0,,,,,,,,
TEST,batting_highest_score,Paras Mhambrey,136,2.0,3.0,29.0,52.25,28,8,-,-,-,58.0,,,,,,,,
TEST,batting_highest_score,Laxman Sivaramakrishnan,137,9.0,9.0,16.25,100.78,25,8,-,-,-,130.0,,,,,,,,
TEST,batting_highest_score,Kirti Azad,138,7.0,12.0,11.25,44.55,24,13,-,-,-,135.0,,,,,,,,
TEST,batting_highest_score,Iqbal Siddiqui,139,1.0,2.0,29.0,96.66,24,3,1,-,-,29.0,,,,,,,,
TEST,batting_highest_score,Kanwar Rai Singh,140,1.0,2.0,13.0,81.25,24,1,1,-,-,26.0,,,,,,,,
TEST,batting_highest_score,Rajesh Chauhan,141,21.0,17.0,7.0,28.16,23,10,3,-,-,98.0,,,,,,,,
TEST,batting_highest_score,Bhagwath Chandrasekhar,142,58.0,80.0,4.07,48.41,22,12,-,-,-,167.0,,,,,,,,
TEST,batting_highest_score,Vijay Bharadwaj,143,3.0,3.0,9.33,19.31,22,2,-,-,-,28.0,,,,,,,,
TEST,batting_highest_score,Bharath Reddy,144,4.0,5.0,9.5,38.00,21,6,-,-,-,38.0,,,,,,,,
TEST,batting_highest_score,Sairaj Bahutule,145,2.0,4.0,13.0,37.14,21,3,1,-,-,39.0,,,,,,,,
TEST,batting_highest_score,Dilip Rasiklal Doshi,146,33.0,38.0,4.6,32.09,20,13,-,-,-,129.0,,,,,,,,
TEST,batting_highest_score,Pochiah Krishnamurthy,147,5.0,6.0,5.5,-,20,1,-,-,-,33.0,,,,,,,,
TEST,batting_highest_score,Sadanand Viswanath,148,3.0,5.0,6.2,-,20,-,-,-,-,31.0,,,,,,,,
TEST,batting_highest_score,Ashish Nehra,149,17.0,25.0,5.5,30.07,19,8,3,-,-,77.0,,,,,,,,
TEST,batting_highest_score,Mannava Prasad,150,6.0,10.0,11.77,28.64,19,6,-,-,-,106.0,,,,,,,,
TEST,batting_highest_score,Pragyan Ojha,151,24.0,27.0,8.9,18.08,18,6,-,-,-,89.0,,,,,,,,
TEST,batting_highest_score,Khandu Rangnekar,152,3.0,6.0,5.5,42.30,18,4,-,-,-,33.0,,,,,,,,
TEST,batting_highest_score,Gursharan Singh,153,1.0,1.0,18.0,47.36,18,2,-,-,-,18.0,,,,,,,,
TEST,batting_highest_score,Narendra Hirwani,154,17.0,22.0,5.4,40.91,17,6,-,-,-,54.0,,,,,,,,
TEST,batting_highest_score,Mohammed Siraj,155,45.0,61.0,4.4,33.99,16,16,2,-,-,154.0,,,,,,,,
TEST,batting_highest_score,Ramesh Saxena,156,1.0,2.0,12.5,29.06,16,3,-,-,-,25.0,,,,,,,,
TEST,batting_highest_score,Maninder Singh,157,35.0,38.0,3.8,33.33,15,5,1,-,-,99.0,,,,,,,,
TEST,batting_highest_score,Munaf Patel,158,13.0,14.0,7.5,42.25,15,8,1,-,-,60.0,,,,,,,,
TEST,batting_highest_score,Saba Karim,159,1.0,1.0,15.0,32.60,15,2,-,-,-,15.0,,,,,,,,
TEST,batting_highest_score,Mohammad Nissar,160,6.0,11.0,6.87,-,14,-,-,-,-,55.0,,,,,,,,
TEST,batting_highest_score,Jaydev Unadkat,161,4.0,5.0,12.0,40.44,14,2,1,-,-,36.0,,,,,,,,
TEST,batting_highest_score,Suru Nayak,162,2.0,3.0,9.5,38.77,11,3,-,-,-,19.0,,,,,,,,
TEST,batting_highest_score,Gopal Sharma,163,5.0,4.0,3.66,-,10,-,-,-,-,11.0,,,,,,,,
TEST,batting_highest_score,Varun Aaron,164,9.0,14.0,3.88,31.81,9,4,-,-,-,35.0,,,,,,,,
TEST,batting_highest_score,Pankaj Singh,165,2.0,4.0,3.33,50.00,9,2,-,-,-,10.0,,,,,,,,
TEST,batting_highest_score,Dodda Ganesh,166,4.0,7.0,6.25,20.49,8,1,-,-,-,25.0,,,,,,,,
TEST,batting_highest_score,Tinu Yohannan,167,3.0,4.0,0.0,43.33,8,1,-,-,-,13.0,,,,,,,,
TEST,batting_highest_score,Surya Kumar Yadav,168,1.0,1.0,8.0,40,8,1,-,-,-,8.0,,,,,,,,
TEST,batting_highest_score,Ramesh Powar,169,2.0,2.0,6.5,72.22,7,2,-,-,-,13.0,,,,,,,,
TEST,batting_highest_score,Harshit Rana,170,2.0,3.0,2.33,35,7,1,-,-,-,7.0,,,,,,,,
TEST,batting_highest_score,Harvinder Singh,171,3.0,4.0,2.0,15.78,6,1,-,-,-,6.0,,,,,,,,
TEST,batting_highest_score,Vivek Razdan,172,2.0,2.0,6.0,60.00,6,1,-,-,-,6.0,,,,,,,,
TEST,batting_highest_score,Vinay Kumar,173,1.0,2.0,5.5,45.83,6,2,-,-,-,11.0,,,,,,,,
TEST,batting_highest_score,Salil Ankola,174,1.0,1.0,6.0,54.54,6,1,-,-,-,6.0,,,,,,,,
TEST,batting_highest_score,Yograj Singh,175,1.0,2.0,5.0,20.00,6,1,-,-,-,10.0,,,,,,,,
TEST,batting_highest_score,Ghulam Parkar,176,1.0,2.0,3.5,15.55,6,1,-,-,-,7.0,,,,,,,,
TEST,batting_highest_score,Prasidh Krishna,177,6.0,10.0,2.0,15.38,5,-,-,-,-,10.0,,,,,,,,
TEST,batting_highest_score,Navdeep Saini,178,2.0,3.0,4.0,29.62,5,1,-,-,-,8.0,,,,,,,,
TEST,batting_highest_score,David Johnson,179,2.0,3.0,4.0,22.85,5,1,-,-,-,8.0,,,,,,,,
TEST,batting_highest_score,Nilesh Kulkarni,180,3.0,2.0,5.0,11.90,4,-,-,-,-,5.0,,,,,,,,
TEST,batting_highest_score,Piyush Chawla,181,3.0,3.0,2.0,26.08,4,1,-,-,-,6.0,,,,,,,,
TEST,batting_highest_score,Karn Sharma,182,1.0,2.0,8.0,28.57,4,-,-,-,-,8.0,,,,,,,,
TEST,batting_highest_score,Nikhil Chopra,183,1.0,2.0,3.5,10.00,4,-,-,-,-,7.0,,,,,,,,
TEST,batting_highest_score,Subroto Banerjee,184,1.0,1.0,3.0,42.85,3,-,-,-,-,3.0,,,,,,,,
TEST,batting_highest_score,Raju Kulkarni,185,3.0,2.0,1.0,-,2,-,-,-,-,2.0,,,,,,,,
TEST,batting_highest_score,Bharat Arun,186,2.0,2.0,4.0,-,2,-,-,-,-,4.0,,,,,,,,
TEST,batting_highest_score,Jenni Irani,187,2.0,3.0,3.0,13.63,2,-,-,-,-,3.0,,,,,,,,
TEST,batting_highest_score,Vijay Dahiya,188,2.0,1.0,0.0,40.00,2,-,-,-,-,2.0,,,,,,,,
TEST,batting_highest_score,Rahul Sanghvi,189,1.0,2.0,1.0,9.09,2,-,-,-,-,2.0,,,,,,,,
TEST,batting_highest_score,Shahbaz Nadeem,190,2.0,3.0,0.5,3.33,1,-,-,-,-,1.0,,,,,,,,
TEST,batting_highest_score,T. Natarajan,191,1.0,1.0,0.0,11.11,1,-,-,-,-,1.0,,,,,,,,
TEST,batting_highest_average,Rahul Dravid,2,164.0,286.0,52.31,42.51,270,1655,21,63,36,13288.0,,,,,,,,
TEST,batting_highest_average,Sunil Gavaskar,3,125.0,214.0,51.12,66.04,236,1016,26,45,34,10122.0,,,,,,,,
TEST,batting_highest_average,Virender Sehwag,4,104.0,180.0,49.34,82.23,319,1233,91,32,23,8586.0,,,,,,,,
TEST,batting_highest_average,Yashasvi Jaiswal,5,28.0,53.0,49.23,66.02,214,312,45,13,7,2511.0,,,,,,,,
TEST,batting_highest_average,Virat Kohli,6,123.0,210.0,46.85,55.57,254,1027,30,31,30,9230.0,,,,,,,,
TEST,batting_highest_average,VVS Laxman,7,134.0,225.0,45.97,49.37,281,1135,5,56,17,8781.0,,,,,,,,
TEST,batting_highest_average,Mohammad Azharuddin,8,99.0,147.0,45.03,63.08,199,720,19,21,22,6215.0,,,,,,,,
TEST,batting_highest_average,Cheteshwar Pujara,9,103.0,176.0,43.6,44.36,206,863,16,35,19,7195.0,,,,,,,,
TEST,batting_highest_average,Shubman Gill,10,40.0,73.0,43.07,61.49,269,318,46,8,10,2843.0,,,,,,,,
TEST,batting_highest_average,Rishabh Pant,11,49.0,86.0,42.91,74.24,159,372,94,18,8,3476.0,,,,,,,,
TEST,batting_highest_average,Mohinder Amarnath,12,69.0,113.0,42.5,85.52,138,330,21,24,11,4378.0,,,,,,,,
TEST,batting_highest_average,Sourav Ganguly,13,113.0,188.0,42.17,51.25,239,900,57,35,16,7212.0,,,,,,,,
TEST,batting_highest_average,Navjot Sidhu,14,51.0,78.0,42.13,44.88,201,358,38,15,9,3202.0,,,,,,,,
TEST,batting_highest_average,Gautam Gambhir,15,58.0,104.0,41.95,51.49,206,517,10,22,9,4154.0,,,,,,,,
TEST,batting_highest_average,Gundappa Viswanath,16,91.0,155.0,41.93,75.9,222,616,6,35,14,6080.0,,,,,,,,
TEST,batting_highest_average,Dilip Vengsarkar,17,116.0,185.0,41.37,59.98,166,560,17,35,17,6868.0,,,,,,,,
TEST,batting_highest_average,Shikhar Dhawan,18,34.0,58.0,40.61,66.94,190,316,12,5,7,2315.0,,,,,,,,
TEST,batting_highest_average,Rohit Sharma,19,67.0,116.0,40.57,57.05,212,473,88,18,12,4301.0,,,,,,,,
TEST,batting_highest_average,Ajinkya Rahane,20,85.0,144.0,38.46,49.5,188,578,35,26,12,5077.0,,,,,,,,
TEST,batting_highest_average,Murali Vijay,21,61.0,105.0,38.28,46.29,167,467,33,15,12,3982.0,,,,,,,,
TEST,batting_highest_average,Ravindra Jadeja,22,89.0,133.0,38.27,55.42,175,398,82,28,6,4095.0,,,,,,,,
TEST,batting_highest_average,MS Dhoni,23,90.0,144.0,38.09,59.11,224,544,78,33,6,4876.0,,,,,,,,
TEST,batting_highest_average,Sanjay Manjrekar,24,37.0,61.0,37.14,38.67,218,220,1,9,4,2043.0,,,,,,,,
TEST,batting_highest_average,Sandeep Patil,25,29.0,47.0,36.09,75.51,174,197,9,7,4,1588.0,,,,,,,,
TEST,batting_highest_average,KL Rahul,26,67.0,118.0,35.86,51.89,199,485,30,20,11,4053.0,,,,,,,,
TEST,batting_highest_average,Ravi Shastri,27,80.0,121.0,35.79,48.22,206,317,22,12,11,3830.0,,,,,,,,
TEST,batting_highest_average,Shiv Sunder Das,28,23.0,40.0,34.89,38.92,110,180,1,9,2,1326.0,,,,,,,,
TEST,batting_highest_average,Wasim Jaffer,29,31.0,58.0,34.1,48.05,212,272,3,11,5,1944.0,,,,,,,,
TEST,batting_highest_average,Yuvraj Singh,30,40.0,62.0,33.92,57.97,169,260,22,11,3,1900.0,,,,,,,,
TEST,batting_highest_average,Yashpal Sharma,31,37.0,59.0,33.46,44.39,140,140,7,9,2,1606.0,,,,,,,,
TEST,batting_highest_average,Manoj Prabhakar,32,39.0,58.0,32.65,38.5,120,165,4,9,1,1600.0,,,,,,,,
TEST,batting_highest_average,Chetan Chauhan,33,40.0,68.0,31.57,-,97,-,1,16,-,2084.0,,,,,,,,
TEST,batting_highest_average,Irfan Pathan,34,29.0,40.0,31.57,53.22,102,131,18,6,1,1105.0,,,,,,,,
TEST,batting_highest_average,Parthiv Patel,35,25.0,38.0,31.13,48.46,71,126,1,6,-,934.0,,,,,,,,
TEST,batting_highest_average,Farokh Maneksha Engineer,36,46.0,87.0,31.08,137.35,121,288,2,16,2,2611.0,,,,,,,,
TEST,batting_highest_average,Ajit Wadekar,37,37.0,71.0,31.07,87.21,143,217,2,14,1,2113.0,,,,,,,,
TEST,batting_highest_average,Kapil Dev,38,131.0,184.0,31.05,94.76,163,587,61,27,8,5248.0,,,,,,,,
TEST,batting_highest_average,Kris Srikkanth,39,43.0,72.0,29.88,75.34,123,221,19,12,2,2062.0,,,,,,,,
TEST,batting_highest_average,Anshuman Gaekwad,40,40.0,70.0,29.63,128.73,201,109,-,10,2,1985.0,,,,,,,,
TEST,batting_highest_average,Wriddhiman Saha,41,40.0,56.0,29.41,45.50,117,129,14,6,3,1353.0,,,,,,,,
TEST,batting_highest_average,Syed Kirmani,42,88.0,124.0,26.79,62.39,102,246,3,12,2,2759.0,,,,,,,,
TEST,batting_highest_average,Ravichandran Ashwin,43,106.0,151.0,25.75,54.53,124,399,23,14,6,3503.0,,,,,,,,
TEST,batting_highest_average,Kiran More,44,49.0,64.0,25.7,40.40,73,132,2,7,-,1285.0,,,,,,,,
TEST,batting_highest_average,Eknath Dhondu Solkar,45,27.0,48.0,25.42,72.80,102,74,3,6,1,1068.0,,,,,,,,
TEST,batting_highest_average,Ashok Mankad,46,22.0,42.0,25.41,-,97,63,-,6,-,991.0,,,,,,,,
TEST,batting_highest_average,Dinesh Karthik,47,26.0,42.0,25.0,49.27,129,134,4,7,1,1025.0,,,,,,,,
TEST,batting_highest_average,Nayan Mongia,48,44.0,68.0,24.03,38.53,152,159,5,6,1,1442.0,,,,,,,,
TEST,batting_highest_average,Roger Binny,49,27.0,41.0,23.05,68.54,83,64,5,5,-,830.0,,,,,,,,
TEST,batting_highest_average,Madan Lal,50,39.0,62.0,22.65,94.04,74,87,1,5,-,1042.0,,,,,,,,
TEST,batting_highest_average,Chetan Sharma,51,23.0,27.0,22.0,61.68,54,32,1,1,-,396.0,,,,,,,,
TEST,batting_highest_average,Amit Mishra,52,22.0,32.0,21.6,58.74,84,79,3,4,-,648.0,,,,,,,,
TEST,batting_highest_average,Karsan Devjibhai Ghavri,53,39.0,57.0,21.23,58.38,86,73,7,2,-,913.0,,,,,,,,
TEST,batting_highest_average,Syed Abid Ali,54,29.0,53.0,20.36,108.76,81,84,-,6,-,1018.0,,,,,,,,
TEST,batting_highest_average,Harbhajan Singh,55,103.0,145.0,18.22,64.8,115,277,42,9,2,2224.0,,,,,,,,
TEST,batting_highest_average,Anil Kumble,56,132.0,173.0,17.65,38.82,110,302,9,5,1,2506.0,,,,,,,,
TEST,batting_highest_average,Ajit Agarkar,57,26.0,39.0,16.79,52.82,109,83,3,-,1,571.0,,,,,,,,
TEST,batting_highest_average,Shivlal Yadav,58,35.0,40.0,14.39,37.91,43,30,1,-,-,403.0,,,,,,,,
TEST,batting_highest_average,Javagal Srinath,59,67.0,92.0,14.21,49.53,76,110,8,4,-,1009.0,,,,,,,,
TEST,batting_highest_average,Mohammad Shami,60,64.0,89.0,12.09,74.62,56,83,25,2,-,750.0,,,,,,,,
TEST,batting_highest_average,Zaheer Khan,61,92.0,127.0,11.95,51.70,75,141,28,3,-,1230.0,,,,,,,,
TEST,batting_highest_average,Srinivas Venkataraghavan,62,57.0,76.0,11.68,120.65,64,49,3,2,-,748.0,,,,,,,,
TEST,batting_highest_average,Umesh Yadav,63,57.0,68.0,11.21,52.09,31,42,24,-,-,460.0,,,,,,,,
TEST,batting_highest_average,Sreesanth,64,27.0,40.0,10.4,52.13,35,38,4,-,-,281.0,,,,,,,,
TEST,batting_highest_average,Venkatapathy Raju,65,28.0,34.0,10.0,31.75,31,12,-,-,-,240.0,,,,,,,,
