season,matches,innings,runs,batting_average,strike_rate,fours,sixes,fifties,hundreds,highest_score,catches,wickets,bowling_average,economy_rate,bowling_strike_rate,best_bowling,highest_score_num,highest_score_notout,best_bowling_wickets,best_bowling_runs,player_id,_outlier,total_runs,total_wickets,batting_impact,bowling_impact,consistency_score,overall_performance_score,performance_category,career_matches,career_innings,career_runs,career_wickets,career_fifties,career_hundreds,career_catches,seasons_played
2026,14,14,335,25.77,135.08,25,18,2,0,67,8,0,0.0,0.0,0.0,,67,0,0,0,31,0,5367,0,0.9722868272689484,0.0,7.927350755424633,2.8897963586675717,Average,212,197,5367,0,35,2,25,18
2008,9,6,54,10.8,117.39,5,2,0,0,20,0,8,25.87,7.96,19.5,3/25,20,0,3,25,32,0,179,26,0.0570811537346975,1.1054013806074017,3.1997555838723777,1.3638960299338545,Poor,38,21,179,26,0,0,0,5
2009,11,7,66,33.0,115.78,3,3,0,0,39,0,6,47.33,9.16,31.0,3/25,39,0,3,25,32,0,179,26,0.2102497775652613,0.3937846515166319,3.1997555838723777,1.2116784608910667,Poor,38,21,179,26,0,0,0,5
2010,7,4,40,40.0,137.93,4,0,0,0,17,0,4,50.75,9.22,33.0,3/25,17,0,3,25,32,0,179,26,0.1840021269590164,0.2432386231993093,3.1997555838723777,1.1560155922090347,Poor,38,21,179,26,0,0,0,5
2011,7,2,7,7.0,116.66,1,0,0,0,7*,0,8,28.87,8.55,20.25,3/25,7,1,3,25,32,0,179,26,0.0047660893248119,0.9221819141290036,3.1997555838723777,1.2880041643022726,Poor,38,21,179,26,0,0,0,5
2013,4,2,12,12.0,75.0,0,0,0,0,9*,0,0,0.0,0.0,0.0,,9,1,0,0,32,0,179,26,0.0090046716341472,0.0,3.1997555838723777,1.0130450232622648,Poor,38,21,179,26,0,0,0,5
2013,8,1,4,0.0,66.66,0,0,0,0,4*,0,6,26.0,6.24,25.0,4/13,4,1,4,13,33,0,4,6,2.2231533764536284e-12,1.0522836556874848,3.2953319694997205,1.355280219079087,Poor,8,1,4,6,0,0,0,1
2023,2,1,17,17.0,212.5,2,1,0,0,17,1,1,59.0,11.8,30.0,29/1,17,0,29,1,34,0,25,5,0.0512036478160445,0.0408700808884097,2.279704459183331,0.7519324341365522,Poor,9,4,25,5,0,0,1,3
2024,1,1,2,0.0,100.0,0,0,0,0,2*,0,1,55.0,15.71,21.0,55/1,2,1,55,1,34,0,25,5,1.667531789604201e-12,0.0329306756786778,2.279704459183331,0.7290691534707451,Poor,9,4,25,5,0,0,1,3
2025,6,2,6,6.0,300.0,0,1,0,0,6*,0,3,76.33,12.05,38.0,55/2,6,1,55,2,34,0,25,5,0.0090046716482545,0.0928065137337638,2.279704459183331,0.750633773524341,Poor,9,4,25,5,0,0,1,3
2024,5,1,4,0.0,80.0,0,0,0,0,4*,1,5,41.0,11.28,21.8,20/3,4,1,20,3,35,0,8,9,2.668050856763296e-12,0.3076214115599808,3.5164589920029754,1.201641611580277,Poor,9,2,8,9,0,0,1,2
2025,4,1,4,0.0,44.44,0,0,0,0,4*,0,4,41.5,11.06,22.5,29/3,4,1,29,3,35,0,8,9,1.4821022510802549e-12,0.2479683661732125,3.5164589920029754,1.183745697981668,Poor,9,2,8,9,0,0,1,2
2023,1,1,16,0.0,160.0,1,1,0,0,16*,0,1,40.0,10.0,24.0,40/1,16,1,40,1,37,0,21,9,2.1344406812751582e-11,0.0711343757696992,2.2292251265677674,0.724605291907567,Poor,8,4,21,9,0,0,2,2
2026,7,3,5,0.0,166.66,0,0,0,0,3*,2,8,24.75,8.02,18.5,17/4,3,1,17,4,37,0,21,9,6.947771180264696e-12,1.1467795177712936,2.2292251265677674,1.047298834179593,Poor,8,4,21,9,0,0,2,2
2018,1,1,4,0.0,80.0,0,0,0,0,4*,0,0,0.0,0.0,0.0,,4,1,0,0,38,0,4,0,2.668050856763296e-12,0.0,3.2211270225032544,1.016185310963869,Poor,1,1,4,0,0,0,0,1
2026,3,2,29,14.5,116.0,1,1,0,0,18,1,0,0.0,0.0,0.0,,18,0,0,0,39,0,29,0,0.0406694326548205,0.0,3.2423284359308164,1.0391416016441295,Poor,3,2,29,0,0,0,1,1
2012,5,3,73,24.33,123.72,6,2,0,0,42,0,1,32.0,10.66,18.0,1/32,42,0,1,32,40,0,164,1,0.1832099283100531,0.083412729561043,3.145172293672083,1.090531276764529,Poor,12,10,164,1,0,0,0,2
2013,7,7,91,13.0,90.09,9,0,0,0,27,0,0,0.0,0.0,0.0,,27,0,0,0,40,0,164,1,0.088859825509196,0.0,3.145172293672083,1.0277674168386373,Poor,12,10,164,1,0,0,0,2
2016,4,3,20,6.66,74.07,1,0,0,0,12,0,0,0.0,0.0,0.0,,12,0,0,0,41,0,90,0,0.0082260376807106,0.0,2.3558561043223554,0.7465043123259775,Poor,14,10,90,0,0,0,0,4
2017,1,1,0,0.0,0.0,0,0,0,0,0*,0,0,0.0,0.0,0.0,,0,1,0,0,41,0,90,0,8.337658905498946e-31,0.0,2.3558561043223554,0.7432138972569836,Poor,14,10,90,0,0,0,0,4
2018,1,1,9,9.0,69.23,1,0,0,0,9,0,0,0.0,0.0,0.0,,9,0,0,0,41,0,90,0,0.0046754506318895,0.0,2.3558561043223554,0.7450840775078692,Poor,14,10,90,0,0,0,0,4
2019,8,5,61,12.2,107.01,5,2,0,0,24,0,0,0.0,0.0,0.0,,24,0,0,0,41,0,90,0,0.0663984825622261,0.0,2.3558561043223554,0.7697732902553146,Poor,14,10,90,0,0,0,0,4
2008,13,10,241,34.42,147.85,18,14,1,0,71,0,17,23.47,8.31,16.94,4/32,71,0,4,32,42,0,974,85,1.022570740294968,2.4801292814485345,4.643065856228415,2.6178386602685713,Average,91,68,974,85,3,0,0,9
2009,12,10,97,24.25,138.57,8,4,0,0,21*,0,13,24.92,8.1,18.46,4/32,21,1,4,32,42,0,974,85,0.2717670614891911,1.8325245746649024,4.643065856228415,2.1232357772057737,Average,91,68,974,85,3,0,0,9
2010,14,11,198,24.75,151.14,10,13,1,0,62,0,11,36.81,8.49,26.0,4/32,62,0,4,32,42,0,974,85,0.617538353828691,1.0015178394475726,4.643065856228415,2.0122422736873684,Average,91,68,974,85,3,0,0,9
2011,15,13,138,23.0,135.29,8,8,0,0,30*,0,15,25.46,8.48,18.0,4/32,30,1,4,32,42,0,974,85,0.358027794801412,1.9768627559380556,4.643065856228415,2.2010415248348023,Average,91,68,974,85,3,0,0,9
2012,16,12,107,15.28,157.35,5,6,0,0,28,0,13,29.61,7.77,22.84,4/32,28,0,4,32,42,0,974,85,0.2144954102571118,1.607768213064892,4.643065856228415,2.032900208323275,Average,91,68,974,85,3,0,0,9
2013,8,3,46,15.33,124.32,2,3,0,0,23,0,7,22.71,6.62,20.57,4/32,23,0,4,32,42,0,974,85,0.0730945694858226,1.3248369385455685,4.643065856228415,1.8914604898004015,Poor,91,68,974,85,3,0,0,9
2014,7,5,45,15.0,109.75,1,3,0,0,16,0,4,31.5,7.87,24.0,4/32,16,0,4,32,42,0,974,85,0.0617664194398307,0.4591073207052075,4.643065856228415,1.6272103446941466,Poor,91,68,974,85,3,0,0,9
2015,4,3,86,86.0,132.3,9,2,1,0,73*,0,3,36.33,9.08,24.0,4/32,73,1,4,32,42,0,974,85,0.8158322535082727,0.2587673757315145,4.643065856228415,1.868734694587891,Poor,91,68,974,85,3,0,0,9
2016,2,1,16,16.0,177.77,0,2,0,0,16,0,2,33.0,13.2,15.0,4/32,16,0,4,32,42,0,974,85,0.0379439520145064,0.130641644494949,4.643065856228415,1.519141654969008,Poor,91,68,974,85,3,0,0,9
2020,3,3,32,16.0,110.34,0,1,0,0,14*,0,0,0.0,0.0,0.0,,14,1,0,0,43,0,32,0,0.0471028369704247,0.0,3.2423284359308164,1.0417149633677978,Poor,3,3,32,0,0,0,0,1
2018,6,6,148,24.66,125.42,13,6,0,0,45,0,0,0.0,0.0,0.0,,45,0,0,0,44,0,148,0,0.3816503881908267,0.0,3.274130556072159,1.1855667601756408,Poor,6,6,148,0,0,0,0,1
2012,4,2,19,9.5,126.66,1,1,0,0,12,0,3,36.33,7.78,28.0,3/22,12,0,3,22,45,0,19,3,0.0190616642109197,0.3020061402583245,3.2529291426445974,1.1244445950799413,Poor,4,2,19,3,0,0,0,1
2011,5,1,2,0.0,40.0,0,0,0,0,2*,0,3,39.0,5.85,40.0,3/15,2,1,3,15,46,0,10,6,6.670127159417324e-13,0.3741453004315647,2.784235045824641,0.9906003688930096,Poor,9,3,10,6,0,0,0,3
2012,1,1,3,0.0,60.0,0,0,0,0,3*,0,0,0.0,0.0,0.0,,3,1,0,0,46,0,10,6,1.5007786082425353e-12,0.0,2.784235045824641,0.8783567788761173,Poor,9,3,10,6,0,0,0,3
2013,3,1,5,5.0,125.0,1,0,0,0,5,0,3,31.33,9.4,20.0,3/15,5,0,3,15,46,0,10,6,0.0026055184185989,0.2898494758718444,2.784235045824641,0.9663538289165128,Poor,9,3,10,6,0,0,0,3
2019,3,2,15,0.0,115.38,2,0,0,0,15*,0,6,14.5,10.03,8.66,6/12,15,1,6,12,47,0,27,20,1.4429986278617665e-11,1.1738749293501718,2.7222268889624246,1.210957228974833,Poor,19,7,27,20,0,0,3,3
2022,9,3,5,5.0,71.42,0,0,0,0,4*,1,7,37.71,8.8,25.71,34/2,4,1,34,2,47,0,27,20,0.00148868900374,0.6002032569662875,2.7222268889624246,1.0394512030268976,Poor,19,7,27,20,0,0,3,3
2023,7,2,7,0.0,58.33,1,0,0,0,7*,2,7,32.14,9.37,20.57,27/2,7,1,27,2,47,0,27,20,3.404349513151267e-12,0.661381570431801,2.7222268889624246,1.0572092214486595,Poor,19,7,27,20,0,0,3,3
2022,1,1,5,5.0,166.66,1,0,0,0,5,0,0,0.0,0.0,0.0,,5,0,0,0,48,0,115,0,0.0034738855970801,0.0,1.8575966700024324,0.587415015686931,Poor,12,10,115,0,1,0,9,2
2023,11,9,110,13.75,108.91,7,6,1,0,51,9,0,0.0,0.0,0.0,,51,0,0,0,48,0,115,0,0.1373432328739133,0.0,1.8575966700024324,0.6409627545441166,Poor,12,10,115,0,1,0,9,2
2010,14,14,356,27.38,144.71,34,13,2,0,55*,0,0,0.0,0.0,0.0,,55,1,0,0,49,0,4348,0,1.1760508756605197,0.0,7.286375037871182,2.769090111005678,Average,204,187,4348,0,22,1,6,14
2011,16,16,395,28.21,112.85,44,9,4,0,63*,0,0,0.0,0.0,0.0,,63,1,0,0,49,0,4348,0,1.048445522948224,0.0,7.286375037871182,2.7180479699718014,Average,204,187,4348,0,22,1,6,14
2012,17,15,333,37.0,132.14,21,14,2,0,81*,0,0,0.0,0.0,0.0,,81,1,0,0,49,0,4348,0,1.3574516955910298,0.0,7.286375037871182,2.8416504389053214,Average,204,187,4348,0,22,1,6,14
2013,19,17,265,18.92,114.71,22,4,0,0,37,0,0,0.0,0.0,0.0,,37,0,0,0,49,0,4348,0,0.4795262765754488,0.0,7.286375037871182,2.4904802716502594,Average,204,187,4348,0,22,1,6,14
2014,15,14,361,25.78,125.78,31,8,2,0,68,0,0,0.0,0.0,0.0,,68,0,0,0,49,0,4348,0,0.9759910376825508,0.0,7.286375037871182,2.689066175894514,Average,204,187,4348,0,22,1,6,14
2015,15,14,281,31.22,145.59,18,16,1,0,53*,0,0,0.0,0.0,0.0,,53,1,0,0,49,0,4348,0,1.0649148641097226,0.0,7.286375037871182,2.7246357064298135,Average,204,187,4348,0,22,1,6,14
2016,13,12,334,30.36,120.14,28,12,2,0,65,0,0,0.0,0.0,0.0,,65,0,0,0,49,0,4348,0,1.0157339906010383,0.0,7.286375037871182,2.704963357046012,Average,204,187,4348,0,22,1,6,14
2017,5,5,91,18.2,116.66,7,3,1,0,63,0,0,0.0,0.0,0.0,,63,0,0,0,49,0,4348,0,0.1610938188245907,0.0,7.286375037871182,2.363107288677289,Average,204,187,4348,0,22,1,6,14
2018,16,16,602,43.0,149.75,53,34,3,1,100*,0,0,0.0,0.0,0.0,,100,1,0,0,49,0,4348,0,3.2320338614766446,0.0,7.286375037871182,3.5914833045097345,Average,204,187,4348,0,22,1,6,14
2019,17,17,282,23.5,93.06,20,7,1,0,57,0,0,0.0,0.0,0.0,,57,0,0,0,49,0,4348,0,0.5141906120563884,0.0,7.286375037871182,2.5043460058287694,Average,204,187,4348,0,22,1,6,14
2020,12,11,359,39.88,127.3,30,12,1,0,71,0,0,0.0,0.0,0.0,,71,0,0,0,49,0,4348,0,1.5195749517327668,0.0,7.286375037871182,2.906499741297167,Average,204,187,4348,0,22,1,6,14
2021,16,13,257,28.55,151.17,16,17,2,0,72*,0,0,0.0,0.0,0.0,,72,1,0,0,49,0,4348,0,0.9248024535987458,0.0,7.286375037871182,2.6685907422814674,Average,204,187,4348,0,22,1,6,14
2022,13,11,274,24.91,122.32,25,15,1,0,78,4,0,0.0,0.0,0.0,,78,0,0,0,49,0,4348,0,0.6960907891559541,0.0,7.286375037871182,2.5771060765958356,Average,204,187,4348,0,22,1,6,14
2023,16,12,158,15.8,139.82,10,9,0,0,27*,2,0,0.0,0.0,0.0,,27,1,0,0,49,0,4348,0,0.2910231895366008,0.0,7.286375037871182,2.415079036910121,Average,204,187,4348,0,22,1,6,14
2008,6,3,37,12.33,88.09,3,0,0,0,31,0,11,12.9,7.15,10.81,5/17,31,0,5,17,50,0,381,164,0.0335069992000018,3.393410855447084,5.9415556237176235,2.905838801787228,Average,154,57,381,164,0,0,1,13
2009,11,5,26,8.66,130.0,2,2,0,0,13*,0,14,21.0,6.97,18.07,5/17,13,1,5,17,50,0,381,164,0.0244049946685529,2.7215447178250516,5.9415556237176235,2.7006381588932387,Average,154,57,381,164,0,0,1,13
2010,14,7,39,9.75,76.47,1,0,0,0,12,0,17,21.35,6.84,18.7,5/17,12,0,5,17,50,0,381,164,0.0242440090607982,3.312336513087701,5.9415556237176235,2.8778113030517583,Average,154,57,381,164,0,0,1,13
2011,14,9,68,17.0,138.77,9,1,0,0,25*,0,19,18.84,6.71,16.84,5/17,25,1,5,17,50,0,381,164,0.1337511567901246,4.276511989830172,5.9415556237176235,3.2108668048331745,Average,154,57,381,164,0,0,1,13
2012,14,5,16,5.33,80.0,1,0,0,0,8*,0,13,29.0,8.02,21.69,5/17,8,1,5,17,50,0,381,164,0.005688284426626,1.590415127962799,5.9415556237176235,2.353812598184618,Average,154,57,381,164,0,0,1,13
2013,17,8,89,14.83,92.7,9,0,0,0,30,0,21,18.76,6.35,17.71,5/17,30,0,5,17,50,0,381,164,0.1020128818097552,5.01593900795907,5.9415556237176235,3.4199996000705637,Average,154,57,381,164,0,0,1,13
2014,10,2,4,4.0,57.14,0,0,0,0,4*,0,7,48.57,9.06,32.14,5/17,4,1,5,17,50,0,381,164,0.000762262131721,0.4526278279228626,5.9415556237176235,2.0105059995979815,Average,154,57,381,164,0,0,1,13
2015,12,4,8,4.0,66.66,0,0,0,0,4,0,9,34.44,7.71,26.77,5/17,4,0,5,17,50,0,381,164,0.001778522703386,0.9644162083731423,5.9415556237176235,2.1644490178077884,Average,154,57,381,164,0,0,1,13
2016,14,2,4,2.0,28.57,0,0,0,0,3,0,13,26.46,7.47,21.23,5/17,3,0,5,17,50,0,381,164,0.00019056553344,1.871424981434354,5.9415556237176235,2.435916466586706,Average,154,57,381,164,0,0,1,13
2017,14,6,49,49.0,94.23,2,2,0,0,13*,0,10,34.3,8.83,23.3,5/17,13,1,5,17,50,0,381,164,0.1886363895365194,0.9394738334673944,5.9415556237176235,2.231709452002057,Average,154,57,381,164,0,0,1,13
2018,10,1,1,0.0,50.0,0,0,0,0,1*,0,12,22.0,7.13,18.5,5/17,1,1,5,17,50,0,381,164,4.168829495271534e-13,2.1767499704026703,5.9415556237176235,2.5274377369724705,Average,154,57,381,164,0,0,1,13
2019,11,4,21,10.5,87.5,2,0,0,0,8,0,11,24.54,6.75,21.81,5/17,8,0,5,17,50,0,381,164,0.0160864706756161,1.889530322927385,5.9415556237176235,2.4477064310796957,Average,154,57,381,164,0,0,1,13
2023,7,1,19,19.0,63.33,2,0,0,0,19,1,7,21.28,7.84,16.28,21/2,19,0,21,2,50,0,381,164,0.0190616642023922,1.1938502806916884,5.9415556237176235,2.2401924960272113,Average,154,57,381,164,0,0,1,13
2011,4,4,49,12.25,85.96,9,0,0,0,20,0,0,0.0,0.0,0.0,,20,0,0,0,51,0,49,0,0.0430202272488921,0.0,3.2529291426445974,1.0434261782986514,Poor,4,4,49,0,0,0,0,1
2009,5,2,1,1.0,33.33,0,0,0,0,1*,0,9,10.55,5.42,11.66,4/19,1,1,4,19,52,0,2,18,2.7789417696153986e-05,4.478476243848643,3.5694625255718804,2.469630469870788,Average,14,4,2,18,0,0,0,2
2011,9,2,1,0.5,25.0,0,0,0,0,1,0,9,23.88,7.54,19.0,4/19,1,0,4,19,52,0,2,18,1.0422073948704723e-05,1.4222513449644918,3.5694625255718804,1.5527560541849181,Poor,14,4,2,18,0,0,0,2
2010,2,2,4,4.0,57.14,0,0,0,0,4*,0,2,33.0,11.0,18.0,2/41,4,1,2,41,53,0,4,2,0.000762262131721,0.1567699733701859,3.231727729217035,1.0668654665970436,Poor,2,2,4,2,0,0,0,1
2012,4,2,47,23.5,180.76,3,3,0,0,31,0,1,161.0,10.06,96.0,5/15,31,0,5,15,56,0,2651,123,0.1664608765795305,0.0175677304578711,5.975527977715844,1.9569848473589049,Poor,140,115,2651,123,12,0,14,13
2013,3,2,11,5.5,78.57,0,0,0,0,7,0,0,0.0,0.0,0.0,,7,0,0,0,56,0,2651,123,0.0039632936655539,0.0,5.975527977715844,1.8867154951262224,Poor,140,115,2651,123,12,0,14,13
2014,2,2,2,1.0,25.0,0,0,0,0,1,0,1,52.0,10.4,30.0,5/15,1,0,5,15,56,0,2651,123,4.168829516949446e-05,0.0526141832666709,5.975527977715844,1.9009311079438542,Poor,140,115,2651,123,12,0,14,13
2015,13,11,326,36.22,192.89,35,19,3,0,66,0,14,23.14,7.96,17.42,5/15,66,0,5,15,56,0,2651,123,1.8989777814856748,2.1626743290603683,5.975527977715844,3.293523587565573,Average,140,115,2651,123,12,0,14,13
2016,12,8,188,26.85,164.91,10,15,0,0,39*,0,15,19.4,7.97,14.6,5/15,39,1,5,15,56,0,2651,123,0.6940539901083191,2.7603917423111097,5.975527977715844,2.9908692952925073,Average,140,115,2651,123,12,0,14,13
2018,16,14,316,28.72,184.79,17,31,1,0,88*,0,13,27.3,9.38,17.46,5/15,88,1,5,15,56,0,2651,123,1.398279877989259,1.4444994436003535,5.975527977715844,2.8777919609447338,Average,140,115,2651,123,12,0,14,13
2019,14,13,510,56.66,204.81,31,52,4,0,80*,0,11,26.09,9.51,16.45,5/15,80,1,5,15,56,0,2651,123,4.934487215053471,1.2614719592071957,5.975527977715844,4.2373666490928965,Good,140,115,2651,123,12,0,14,13
2020,10,9,117,13.0,144.44,9,9,0,0,25,0,6,29.16,9.72,18.0,5/15,25,0,5,15,56,0,2651,123,0.1831727300656312,0.6023334448360914,5.975527977715844,2.1390993028846967,Average,140,115,2651,123,12,0,14,13
2021,10,9,183,26.14,152.5,14,14,1,0,54,0,11,17.09,9.89,10.36,5/15,54,0,5,15,56,0,2651,123,0.6082339266820279,1.8517989897824303,5.975527977715844,2.683963444470293,Average,140,115,2651,123,12,0,14,13
2022,14,12,335,37.22,174.47,18,32,1,0,70*,1,17,16.35,9.86,9.94,5/4,70,1,5,4,56,0,2651,123,1.8137860658752905,3.0005008994396523,5.975527977715844,3.510794872217933,Average,140,115,2651,123,12,0,14,13
2023,14,14,227,20.64,145.51,13,18,0,0,42,6,7,24.57,11.34,13.0,22/3,42,0,22,3,56,0,2651,123,0.5684241424248222,0.7148572750791493,5.975527977715844,2.326957016713433,Average,140,115,2651,123,12,0,14,13
2024,15,9,222,31.71,185.0,20,16,1,0,64*,3,19,15.52,10.05,9.26,19/3,64,1,19,3,56,0,2651,123,1.0858380825601102,3.4660540757395086,5.975527977715844,3.359281631933331,Average,140,115,2651,123,12,0,14,13
2025,13,10,167,18.56,163.72,16,14,1,0,57*,4,8,27.12,11.94,13.62,21/2,57,1,21,2,56,0,2651,123,0.4230973482489406,0.7029678891051659,5.975527977715844,2.2652594833125828,Average,140,115,2651,123,12,0,14,13
2009,3,3,62,31.0,116.98,5,2,0,0,24,0,2,52.5,9.54,33.0,1/11,24,0,1,11,57,0,62,2,0.1874602210174158,0.11362184352973,3.2423284359308164,1.1319444699552839,Poor,3,3,62,2,0,0,0,1
2010,4,3,65,0.0,125.0,3,2,0,0,33*,0,5,27.6,9.85,16.8,2/25,33,1,2,25,58,0,120,10,6.774347862302048e-11,0.5233162303505571,2.4626543515971164,0.933900952029026,Poor,9,7,120,10,0,0,0,3
2011,1,1,8,8.0,114.28,0,0,0,0,8,0,0,0.0,0.0,0.0,,8,0,0,0,58,0,120,10,0.0060980970379895,0.0,2.4626543515971164,0.779345321866513,Poor,9,7,120,10,0,0,0,3
2012,4,3,47,23.5,134.28,6,2,0,0,30,0,5,12.2,6.1,12.0,2/25,30,0,2,25,58,0,120,10,0.1236577036265069,1.911700486821328,2.4626543515971164,1.3998793099277842,Poor,9,7,120,10,0,0,0,3
2008,4,3,161,80.5,153.33,15,9,0,1,117*,0,0,0.0,0.0,0.0,,117,1,0,0,59,0,974,20,1.6568874800930748,0.0,3.1960819649095997,1.671039210743841,Poor,39,36,974,20,5,1,0,4
2009,8,8,249,35.57,150.0,15,11,1,0,60*,0,7,22.85,6.66,20.57,3/21,60,1,3,21,59,0,974,20,1.107690919777955,1.3088115488180054,3.1960819649095997,1.8440040510902296,Poor,39,36,974,20,5,1,0,4
2010,16,16,429,30.64,125.8,35,18,4,0,54,0,12,31.0,7.01,26.5,3/21,54,0,3,21,59,0,974,20,1.378703310996945,1.571234643570125,3.1960819649095997,2.0311359358163297,Average,39,36,974,20,5,1,0,4
2011,11,9,135,33.75,97.82,9,3,0,0,44*,0,1,41.0,10.25,24.0,3/21,44,1,3,21,59,0,974,20,0.3716031001287917,0.0677067229238481,3.1960819649095997,1.1772374761290838,Poor,39,36,974,20,5,1,0,4
2017,6,3,53,26.5,176.66,4,3,0,0,25,0,12,11.75,6.71,10.5,5/17,25,0,5,17,60,0,91,40,0.2068731341131808,4.330722645679662,2.573184946424284,2.193741777467194,Average,27,13,91,40,0,0,0,4
2018,14,8,32,5.33,84.21,2,1,0,0,14,0,24,18.66,8.0,14.0,5/17,14,0,5,17,60,0,91,40,0.0119752607853373,4.574557881020803,2.573184946424284,2.1889331987432077,Average,27,13,91,40,0,0,0,4
2019,6,1,0,0.0,0.0,0,0,0,0,0*,0,3,77.66,10.59,44.0,5/17,0,1,5,17,60,0,91,40,8.337658905498946e-31,0.1037928462894582,2.573184946424284,0.8429135853556887,Poor,27,13,91,40,0,0,0,4
2020,1,1,6,6.0,100.0,0,1,0,0,6,0,1,50.0,12.5,24.0,5/17,6,0,5,17,60,0,91,40,0.0030015572162849,0.045526000503989,2.573184946424284,0.8266341545228414,Poor,27,13,91,40,0,0,0,4
2009,1,1,16,16.0,123.07,2,0,0,0,16,0,0,0.0,0.0,0.0,,16,0,0,0,61,0,724,27,0.0262685614813638,0.0,3.5578011451843174,1.1329050319428589,Poor,49,42,724,27,1,0,0,6
2010,14,11,233,33.28,126.63,18,8,1,0,65*,0,8,39.25,8.37,28.12,4/19,65,1,4,19,61,0,724,27,0.8186909126731862,0.6928901381971044,3.5578011451843174,1.6577410133538832,Poor,49,42,724,27,1,0,0,6
2012,9,8,127,18.14,117.59,5,4,0,0,35,0,7,27.42,7.38,22.28,4/19,35,0,4,19,61,0,724,27,0.2258684223894036,0.9842688479043128,3.5578011451843174,1.5080256303022481,Poor,49,42,724,27,1,0,0,6
2013,11,10,172,24.57,123.74,5,10,0,0,40,0,5,48.0,7.74,37.2,4/19,40,0,4,19,61,0,724,27,0.436001355465306,0.3829369895715852,3.5578011451843174,1.4116792461291372,Poor,49,42,724,27,1,0,0,6
2015,11,10,144,20.57,138.46,12,6,0,0,28,0,7,35.14,8.2,25.71,4/19,28,0,4,19,61,0,724,27,0.341952068731503,0.6912289878719425,3.5578011451843174,1.4665471308708553,Poor,49,42,724,27,1,0,0,6
2017,3,2,32,16.0,118.51,2,1,0,0,31,0,0,0.0,0.0,0.0,,31,0,0,0,61,0,724,27,0.0505905130445003,0.0,3.5578011451843174,1.1426338125583848,Poor,49,42,724,27,1,0,0,6
2024,10,7,163,23.29,155.23,16,8,1,0,54,4,0,0.0,0.0,0.0,,54,0,0,0,62,0,885,0,0.4913340641576083,0.0,3.08705395524028,1.1704222245652498,Poor,35,30,885,0,7,0,11,3
2025,12,11,300,33.33,139.53,30,8,1,0,50,2,0,0.0,0.0,0.0,,50,0,0,0,62,0,885,0,1.1632372122007084,0.0,3.08705395524028,1.4391834835137285,Poor,35,30,885,0,7,0,11,3
2026,13,12,422,42.2,146.52,40,19,5,0,82*,5,0,0.0,0.0,0.0,,82,1,0,0,62,0,885,0,2.175534306537138,0.0,3.08705395524028,1.8441023208433815,Poor,35,30,885,0,7,0,11,3
2017,5,3,25,25.0,125.0,1,1,0,0,15*,0,5,28.8,8.55,20.2,2/17,15,1,2,17,63,0,25,5,0.0651379602565319,0.5777645807476012,3.263529849358378,1.228946904361645,Poor,5,3,25,5,0,0,0,1
2025,14,12,236,26.22,166.19,12,20,1,0,74,6,0,0.0,0.0,0.0,,74,0,0,0,64,0,315,0,0.8574201834634796,0.0,2.435142812026331,1.1111949508992123,Poor,24,20,315,0,1,0,11,2
2026,10,8,79,13.17,146.29,6,5,0,0,43,5,0,0.0,0.0,0.0,,43,0,0,0,64,0,315,0,0.1269029245279971,0.0,2.435142812026331,0.8189880476172261,Poor,24,20,315,0,1,0,11,2
2008,10,5,13,6.5,76.47,1,0,0,0,8,0,7,43.42,7.93,32.85,5/5,8,0,5,5,65,0,35,45,0.0053875575745919,0.5784616151338697,3.16035675395577,1.1727073129151295,Poor,42,17,35,45,0,0,0,3
2009,16,7,16,16.0,84.21,2,0,0,0,7*,0,21,16.52,5.86,16.9,5/5,7,1,5,5,65,0,35,45,0.0179741249892629,6.1723585656878885,3.16035675395577,2.8559110233639995,Average,42,17,35,45,0,0,0,3
2010,16,5,6,0.0,54.54,0,0,0,0,2*,0,17,23.94,6.42,22.35,5/5,2,1,5,5,65,0,35,45,2.728415505283094e-12,3.1472356275586177,3.16035675395577,1.9411844928453312,Poor,42,17,35,45,0,0,0,3
2010,5,4,63,15.75,95.45,6,1,0,0,40,0,0,0.0,0.0,0.0,,40,0,0,0,66,0,63,0,0.0789661864284714,0.0,3.263529849358378,1.0611488207739386,Poor,5,4,63,0,0,0,0,1
2011,2,1,1,1.0,33.33,0,0,0,0,1,0,0,0.0,0.0,0.0,,1,0,0,0,67,0,12,7,2.7789417696153986e-05,0.0,1.9041468866425455,0.6007220106196316,Poor,10,3,12,7,0,0,0,2
2012,8,2,11,11.0,137.5,2,0,0,0,7*,0,7,33.71,8.63,23.42,2/23,7,1,2,23,67,0,12,7,0.0138717800302541,0.6846490408340196,1.9041468866425455,0.8116543189039283,Poor,10,3,12,7,0,0,0,2
2017,1,1,12,0.0,100.0,1,0,0,0,12*,0,0,0.0,0.0,0.0,,12,1,0,0,68,0,12,0,1.0005190695936912e-11,0.0,3.2211270225032544,1.016185310966804,Poor,1,1,12,0,0,0,0,1
2017,5,1,4,4.0,57.14,1,0,0,0,4,0,4,26.75,7.64,21.0,5/14,4,0,5,14,69,0,24,17,0.000762262131721,0.556906592595072,2.9009682461032305,1.08256007724784,Poor,19,6,24,17,0,0,0,3
